,Country,Year,avg_rain,avg_temp,Pesticides (tonnes),Item,Yield (hg/ha)
169,Algeria,2005,89,17.19,3662.87,Potatoes,216267
170,Algeria,2005,89,17.19,3662.87,"Rice, paddy",12998
171,Algeria,2005,89,17.19,3662.87,Sorghum,33486
172,Algeria,2005,89,17.19,3662.87,Wheat,15057
173,Algeria,2006,89,18.13,4110.72,Maize,65668
174,Algeria,2006,89,18.13,4110.72,Potatoes,220689
175,Algeria,2006,89,18.13,4110.72,"Rice, paddy",12769
176,Algeria,2006,89,18.13,4110.72,Sorghum,56728
177,Algeria,2006,89,18.13,4110.72,Wheat,15068
178,Algeria,2007,89,17.42,5390.79,Maize,85625
179,Algeria,2007,89,17.42,5390.79,Potatoes,189927
180,Algeria,2007,89,17.42,5390.79,"Rice, paddy",13375
181,Algeria,2007,89,17.42,5390.79,Sorghum,119059
182,Algeria,2007,89,17.42,5390.79,Wheat,12742
183,Algeria,2008,89,17.55,11556.12,Maize,44714
184,Algeria,2008,89,17.55,11556.12,Potatoes,236393
185,Algeria,2008,89,17.55,11556.12,"Rice, paddy",13952
186,Algeria,2008,89,17.55,11556.12,Sorghum,61786
187,Algeria,2008,89,17.55,11556.12,Wheat,11038
188,Algeria,2009,89,17.78,3867.99,Maize,30914
189,Algeria,2009,89,17.78,3867.99,Potatoes,250764
190,Algeria,2009,89,17.78,3867.99,"Rice, paddy",14594
191,Algeria,2009,89,17.78,3867.99,Sorghum,90465
192,Algeria,2009,89,17.78,3867.99,Wheat,15975
193,Algeria,2010,89,17.59,1295.88,Maize,25827
194,Algeria,2010,89,17.59,1295.88,Potatoes,270526
195,Algeria,2010,89,17.59,1295.88,"Rice, paddy",15305
196,Algeria,2010,89,17.59,1295.88,Sorghum,30286
197,Algeria,2010,89,17.59,1295.88,Wheat,14838
198,Algeria,2011,89,17.79,13861.76,Maize,23374
199,Algeria,2011,89,17.79,13861.76,Potatoes,292806
200,Algeria,2011,89,17.79,13861.76,"Rice, paddy",16081
201,Algeria,2011,89,17.79,13861.76,Sorghum,100000
202,Algeria,2011,89,17.79,13861.76,Wheat,17405
203,Algeria,2012,89,17.91,17379.76,Maize,25583
204,Algeria,2012,89,17.91,17379.76,Potatoes,304291
205,Algeria,2012,89,17.91,17379.76,"Rice, paddy",16667
206,Algeria,2012,89,17.91,17379.76,Sorghum,206000
207,Algeria,2012,89,17.91,17379.76,Wheat,17639
208,Algeria,2013,89,17.65,17278.65,Maize,33649
209,Algeria,2013,89,17.65,17278.65,Potatoes,303218
210,Algeria,2013,89,17.65,17278.65,"Rice, paddy",17778
211,Algeria,2013,89,17.65,17278.65,Sorghum,60000
212,Algeria,2013,89,17.65,17278.65,Wheat,19100
213,Angola,1990,1010,24.12,64.0,Cassava,41177
214,Angola,1990,1010,24.12,64.0,Maize,2736
215,Angola,1990,1010,24.12,64.0,Potatoes,40000
216,Angola,1990,1010,24.12,64.0,"Rice, paddy",9512
217,Angola,1990,1010,24.12,64.0,Sweet potatoes,89342
218,Angola,1990,1010,24.12,64.0,Wheat,7995
219,Angola,1991,1010,24.02,79.0,Cassava,40295
220,Angola,1991,1010,24.02,79.0,Maize,4013
221,Angola,1991,1010,24.02,79.0,Potatoes,40000
222,Angola,1991,1010,24.02,79.0,"Rice, paddy",10000
223,Angola,1991,1010,24.02,79.0,Sweet potatoes,83001
224,Angola,1991,1010,24.02,79.0,Wheat,8000
225,Angola,1992,1010,23.96,23.0,Cassava,42295
226,Angola,1992,1010,23.96,23.0,Maize,3778
227,Angola,1992,1010,23.96,23.0,Potatoes,40000
228,Angola,1992,1010,23.96,23.0,"Rice, paddy",9106
229,Angola,1992,1010,23.96,23.0,Sweet potatoes,90000
230,Angola,1992,1010,23.96,23.0,Wheat,8000
231,Angola,1993,1010,24.15,169.0,Cassava,42295
232,Angola,1993,1010,24.15,169.0,Maize,2627
233,Angola,1993,1010,24.15,169.0,Potatoes,70000
234,Angola,1993,1010,24.15,169.0,"Rice, paddy",8000
235,Angola,1993,1010,24.15,169.0,Sweet potatoes,88095
236,Angola,1993,1010,24.15,169.0,Wheat,8876
237,Angola,1994,1010,24.04,25.5,Cassava,58596
238,Angola,1994,1010,24.04,25.5,Maize,2463
239,Angola,1994,1010,24.04,25.5,Potatoes,90000
240,Angola,1994,1010,24.04,25.5,"Rice, paddy",8750
241,Angola,1994,1010,24.04,25.5,Sweet potatoes,83192
242,Angola,1994,1010,24.04,25.5,Wheat,10000
243,Angola,1995,1010,24.56,336.0,Cassava,51000
244,Angola,1995,1010,24.56,336.0,Maize,3517
245,Angola,1995,1010,24.56,336.0,Potatoes,76738
246,Angola,1995,1010,24.56,336.0,"Rice, paddy",14615
247,Angola,1995,1010,24.56,336.0,Sweet potatoes,81138
248,Angola,1995,1010,24.56,336.0,Wheat,11855
249,Angola,1996,1010,24.11,40.0,Cassava,48077
250,Angola,1996,1010,24.11,40.0,Maize,6993
251,Angola,1996,1010,24.11,40.0,Potatoes,70000
252,Angola,1996,1010,24.11,40.0,"Rice, paddy",17500
253,Angola,1996,1010,24.11,40.0,Sweet potatoes,85455
254,Angola,1996,1010,24.11,40.0,Wheat,13738
255,Angola,1997,1010,24.06,40.0,Cassava,44205
256,Angola,1997,1010,24.06,40.0,Maize,5959
257,Angola,1997,1010,24.06,40.0,Potatoes,68571
258,Angola,1997,1010,24.06,40.0,"Rice, paddy",20000
259,Angola,1997,1010,24.06,40.0,Sweet potatoes,78098
260,Angola,1997,1010,24.06,40.0,Wheat,15509
261,Angola,1998,1010,24.96,40.0,Cassava,55728
262,Angola,1998,1010,24.96,40.0,Maize,7396
263,Angola,1998,1010,24.96,40.0,Potatoes,62724
264,Angola,1998,1010,24.96,40.0,"Rice, paddy",20000
265,Angola,1998,1010,24.96,40.0,Sweet potatoes,76256
266,Angola,1998,1010,24.96,40.0,Wheat,17143
267,Angola,1999,1010,24.37,40.0,Cassava,59821
268,Angola,1999,1010,24.37,40.0,Maize,6361
269,Angola,1999,1010,24.37,40.0,Potatoes,54597
270,Angola,1999,1010,24.37,40.0,"Rice, paddy",14235
271,Angola,1999,1010,24.37,40.0,Sweet potatoes,82865
272,Angola,1999,1010,24.37,40.0,Wheat,17391
273,Angola,2000,1010,24.41,40.0,Cassava,82992
274,Angola,2000,1010,24.41,40.0,Maize,5745
275,Angola,2000,1010,24.41,40.0,Potatoes,29885
276,Angola,2000,1010,24.41,40.0,"Rice, paddy",13454
277,Angola,2000,1010,24.41,40.0,Sorghum,3333
278,Angola,2000,1010,24.41,40.0,Soybeans,2333
279,Angola,2000,1010,24.41,40.0,Sweet potatoes,34938
280,Angola,2000,1010,24.41,40.0,Wheat,17023
281,Angola,2001,1010,24.43,40.0,Cassava,94072
282,Angola,2001,1010,24.43,40.0,Maize,5754
283,Angola,2001,1010,24.43,40.0,Potatoes,42552
284,Angola,2001,1010,24.43,40.0,"Rice, paddy",13701
285,Angola,2001,1010,24.43,40.0,Sorghum,3571
286,Angola,2001,1010,24.43,40.0,Soybeans,2500
287,Angola,2001,1010,24.43,40.0,Sweet potatoes,44458
288,Angola,2001,1010,24.43,40.0,Wheat,16667
289,Angola,2002,1010,24.79,40.0,Cassava,110071
290,Angola,2002,1010,24.79,40.0,Maize,6706
291,Angola,2002,1010,24.79,40.0,Potatoes,42754
292,Angola,2002,1010,24.79,40.0,"Rice, paddy",13198
293,Angola,2002,1010,24.79,40.0,Sorghum,3400
294,Angola,2002,1010,24.79,40.0,Soybeans,2857
295,Angola,2002,1010,24.79,40.0,Sweet potatoes,42190
296,Angola,2002,1010,24.79,40.0,Wheat,15455
297,Angola,2004,1010,24.22,40.0,Cassava,125605
298,Angola,2004,1010,24.22,40.0,Maize,5404
299,Angola,2004,1010,24.22,40.0,Potatoes,20150
300,Angola,2004,1010,24.22,40.0,"Rice, paddy",11584
301,Angola,2004,1010,24.22,40.0,Sorghum,3333
302,Angola,2004,1010,24.22,40.0,Soybeans,3600
303,Angola,2004,1010,24.22,40.0,Sweet potatoes,45360
304,Angola,2004,1010,24.22,40.0,Wheat,12442
305,Angola,2005,1010,24.41,40.0,Cassava,117628
306,Angola,2005,1010,24.41,40.0,Maize,6736
307,Angola,2005,1010,24.41,40.0,Potatoes,23646
308,Angola,2005,1010,24.41,40.0,"Rice, paddy",6977
309,Angola,2005,1010,24.41,40.0,Sorghum,3333
310,Angola,2005,1010,24.41,40.0,Soybeans,3793
311,Angola,2005,1010,24.41,40.0,Sweet potatoes,46159
312,Angola,2005,1010,24.41,40.0,Wheat,10946
313,Angola,2006,1010,24.14,40.0,Cassava,117201
314,Angola,2006,1010,24.14,40.0,Maize,4687
315,Angola,2006,1010,24.14,40.0,Potatoes,52148
316,Angola,2006,1010,24.14,40.0,"Rice, paddy",4947
317,Angola,2006,1010,24.14,40.0,Sorghum,4091
318,Angola,2006,1010,24.14,40.0,Soybeans,4286
319,Angola,2006,1010,24.14,40.0,Sweet potatoes,44240
320,Angola,2006,1010,24.14,40.0,Wheat,10000
321,Angola,2007,1010,24.24,40.0,Cassava,115387
322,Angola,2007,1010,24.24,40.0,Maize,5091
323,Angola,2007,1010,24.24,40.0,Potatoes,62138
324,Angola,2007,1010,24.24,40.0,"Rice, paddy",5143
325,Angola,2007,1010,24.24,40.0,Sorghum,4031
326,Angola,2007,1010,24.24,40.0,Soybeans,6883
327,Angola,2007,1010,24.24,40.0,Sweet potatoes,58855
328,Angola,2007,1010,24.24,40.0,Wheat,10000
329,Angola,2008,1010,24.27,40.0,Cassava,148084
330,Angola,2008,1010,24.27,40.0,Maize,7946
331,Angola,2008,1010,24.27,40.0,Potatoes,85085
332,Angola,2008,1010,24.27,40.0,"Rice, paddy",5084
333,Angola,2008,1010,24.27,40.0,Sorghum,929
334,Angola,2008,1010,24.27,40.0,Soybeans,8575
335,Angola,2008,1010,24.27,40.0,Sweet potatoes,65437
336,Angola,2008,1010,24.27,40.0,Wheat,10000
337,Angola,2009,1010,24.33,40.0,Cassava,151759
338,Angola,2009,1010,24.33,40.0,Maize,6614
339,Angola,2009,1010,24.33,40.0,Potatoes,86509
340,Angola,2009,1010,24.33,40.0,"Rice, paddy",6028
341,Angola,2009,1010,24.33,40.0,Sorghum,2480
342,Angola,2009,1010,24.33,40.0,Soybeans,4449
343,Angola,2009,1010,24.33,40.0,Sweet potatoes,66475
344,Angola,2009,1010,24.33,40.0,Wheat,10000
345,Angola,2010,1010,24.44,40.0,Cassava,155782
346,Angola,2010,1010,24.44,40.0,Maize,7200
347,Angola,2010,1010,24.44,40.0,Potatoes,87425
348,Angola,2010,1010,24.44,40.0,"Rice, paddy",7403
349,Angola,2010,1010,24.44,40.0,Sorghum,2814
350,Angola,2010,1010,24.44,40.0,Soybeans,4446
351,Angola,2010,1010,24.44,40.0,Sweet potatoes,63001
352,Angola,2010,1010,24.44,40.0,Wheat,10526
353,Angola,2011,1010,24.15,40.0,Cassava,133649
354,Angola,2011,1010,24.15,40.0,Maize,7376
355,Angola,2011,1010,24.15,40.0,Potatoes,81366
356,Angola,2011,1010,24.15,40.0,"Rice, paddy",8914
357,Angola,2011,1010,24.15,40.0,Sorghum,3320
358,Angola,2011,1010,24.15,40.0,Soybeans,5294
359,Angola,2011,1010,24.15,40.0,Sweet potatoes,65512
360,Angola,2011,1010,24.15,40.0,Wheat,10959
361,Angola,2012,1010,24.24,40.0,Cassava,100073
362,Angola,2012,1010,24.24,40.0,Maize,7770
363,Angola,2012,1010,24.24,40.0,Potatoes,69381
364,Angola,2012,1010,24.24,40.0,"Rice, paddy",7703
365,Angola,2012,1010,24.24,40.0,Sorghum,998
366,Angola,2012,1010,24.24,40.0,Soybeans,1641
367,Angola,2012,1010,24.24,40.0,Sweet potatoes,52954
368,Angola,2012,1010,24.24,40.0,Wheat,11258
369,Angola,2013,1010,24.55,40.0,Cassava,140517
370,Angola,2013,1010,24.55,40.0,Maize,9467
371,Angola,2013,1010,24.55,40.0,Potatoes,63303
372,Angola,2013,1010,24.55,40.0,"Rice, paddy",12744
373,Angola,2013,1010,24.55,40.0,Sorghum,2415
374,Angola,2013,1010,24.55,40.0,Soybeans,4405
375,Angola,2013,1010,24.55,40.0,Sweet potatoes,73409
376,Angola,2013,1010,24.55,40.0,Wheat,9022
377,Argentina,1990,591,17.46,26156.0,Cassava,100000
378,Argentina,1990,591,17.46,26156.0,Maize,34608
379,Argentina,1990,591,17.46,26156.0,Potatoes,202747
380,Argentina,1990,591,17.46,26156.0,"Rice, paddy",36709
381,Argentina,1990,591,17.46,26156.0,Sorghum,28116
382,Argentina,1990,591,17.46,26156.0,Soybeans,21566
383,Argentina,1990,591,17.46,26156.0,Sweet potatoes,131864
384,Argentina,1990,591,17.46,26156.0,Wheat,18947
385,Argentina,1990,591,17.67,26156.0,Cassava,100000
386,Argentina,1990,591,17.67,26156.0,Maize,34608
387,Argentina,1990,591,17.67,26156.0,Potatoes,202747
388,Argentina,1990,591,17.67,26156.0,"Rice, paddy",36709
389,Argentina,1990,591,17.67,26156.0,Sorghum,28116
390,Argentina,1990,591,17.67,26156.0,Soybeans,21566
391,Argentina,1990,591,17.67,26156.0,Sweet potatoes,131864
392,Argentina,1990,591,17.67,26156.0,Wheat,18947
393,Argentina,1991,591,17.64,26156.0,Cassava,100000
394,Argentina,1991,591,17.64,26156.0,Maize,40444
395,Argentina,1991,591,17.64,26156.0,Potatoes,205692
396,Argentina,1991,591,17.64,26156.0,"Rice, paddy",40294
397,Argentina,1991,591,17.64,26156.0,Sorghum,33320
398,Argentina,1991,591,17.64,26156.0,Soybeans,22750
399,Argentina,1991,591,17.64,26156.0,Sweet potatoes,131364
400,Argentina,1991,591,17.64,26156.0,Wheat,18972
401,Argentina,1991,591,17.86,26156.0,Cassava,100000
402,Argentina,1991,591,17.86,26156.0,Maize,40444
403,Argentina,1991,591,17.86,26156.0,Potatoes,205692
404,Argentina,1991,591,17.86,26156.0,"Rice, paddy",40294
405,Argentina,1991,591,17.86,26156.0,Sorghum,33320
406,Argentina,1991,591,17.86,26156.0,Soybeans,22750
407,Argentina,1991,591,17.86,26156.0,Sweet potatoes,131364
408,Argentina,1991,591,17.86,26156.0,Wheat,18972
409,Argentina,1992,591,17.09,26156.0,Cassava,100000
410,Argentina,1992,591,17.09,26156.0,Maize,45237
411,Argentina,1992,591,17.09,26156.0,Potatoes,199039
412,Argentina,1992,591,17.09,26156.0,"Rice, paddy",52075
413,Argentina,1992,591,17.09,26156.0,Sorghum,36217
414,Argentina,1992,591,17.09,26156.0,Soybeans,22915
415,Argentina,1992,591,17.09,26156.0,Sweet potatoes,127273
416,Argentina,1992,591,17.09,26156.0,Wheat,21809
417,Argentina,1992,591,17.51,26156.0,Cassava,100000
418,Argentina,1992,591,17.51,26156.0,Maize,45237
419,Argentina,1992,591,17.51,26156.0,Potatoes,199039
420,Argentina,1992,591,17.51,26156.0,"Rice, paddy",52075
421,Argentina,1992,591,17.51,26156.0,Sorghum,36217
422,Argentina,1992,591,17.51,26156.0,Soybeans,22915
423,Argentina,1992,591,17.51,26156.0,Sweet potatoes,127273
424,Argentina,1992,591,17.51,26156.0,Wheat,21809
425,Argentina,1993,591,17.32,26156.0,Cassava,100000
426,Argentina,1993,591,17.32,26156.0,Maize,43552
427,Argentina,1993,591,17.32,26156.0,Potatoes,210314
428,Argentina,1993,591,17.32,26156.0,"Rice, paddy",43559
429,Argentina,1993,591,17.32,26156.0,Sorghum,39529
430,Argentina,1993,591,17.32,26156.0,Soybeans,21589
431,Argentina,1993,591,17.32,26156.0,Sweet potatoes,122955
432,Argentina,1993,591,17.32,26156.0,Wheat,23272
433,Argentina,1993,591,17.53,26156.0,Cassava,100000
434,Argentina,1993,591,17.53,26156.0,Maize,43552
435,Argentina,1993,591,17.53,26156.0,Potatoes,210314
436,Argentina,1993,591,17.53,26156.0,"Rice, paddy",43559
437,Argentina,1993,591,17.53,26156.0,Sorghum,39529
438,Argentina,1993,591,17.53,26156.0,Soybeans,21589
439,Argentina,1993,591,17.53,26156.0,Sweet potatoes,122955
440,Argentina,1993,591,17.53,26156.0,Wheat,23272
441,Argentina,1994,591,18.17,30195.0,Cassava,100000
442,Argentina,1994,591,18.17,30195.0,Maize,42371
443,Argentina,1994,591,18.17,30195.0,Potatoes,230166
444,Argentina,1994,591,18.17,30195.0,"Rice, paddy",42989
445,Argentina,1994,591,18.17,30195.0,Sorghum,35065
446,Argentina,1994,591,18.17,30195.0,Soybeans,20386
447,Argentina,1994,591,18.17,30195.0,Sweet potatoes,176667
448,Argentina,1994,591,18.17,30195.0,Wheat,20237
449,Argentina,1994,591,18.31,30195.0,Cassava,100000
450,Argentina,1994,591,18.31,30195.0,Maize,42371
451,Argentina,1994,591,18.31,30195.0,Potatoes,230166
452,Argentina,1994,591,18.31,30195.0,"Rice, paddy",42989
453,Argentina,1994,591,18.31,30195.0,Sorghum,35065
454,Argentina,1994,591,18.31,30195.0,Soybeans,20386
455,Argentina,1994,591,18.31,30195.0,Sweet potatoes,176667
456,Argentina,1994,591,18.31,30195.0,Wheat,20237
457,Argentina,1995,591,17.74,37842.0,Cassava,100000
458,Argentina,1995,591,17.74,37842.0,Maize,45223
459,Argentina,1995,591,17.74,37842.0,Potatoes,274272
460,Argentina,1995,591,17.74,37842.0,"Rice, paddy",50306
461,Argentina,1995,591,17.74,37842.0,Sorghum,34588
462,Argentina,1995,591,17.74,37842.0,Soybeans,20446
463,Argentina,1995,591,17.74,37842.0,Sweet potatoes,168000
464,Argentina,1995,591,17.74,37842.0,Wheat,21675
465,Argentina,1995,591,17.62,37842.0,Cassava,100000
466,Argentina,1995,591,17.62,37842.0,Maize,45223
467,Argentina,1995,591,17.62,37842.0,Potatoes,274272
468,Argentina,1995,591,17.62,37842.0,"Rice, paddy",50306
469,Argentina,1995,591,17.62,37842.0,Sorghum,34588
470,Argentina,1995,591,17.62,37842.0,Soybeans,20446
471,Argentina,1995,591,17.62,37842.0,Sweet potatoes,168000
